,,,,,,,,,,,,,,,,,,,,,,,Areas and Densities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blocks and Roads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,10.459745,-74.880969,Candelaria_T1_T2_T3.pdf,Candelaria_metrics.jpg,Candelaria.zip,Candelaria.jpg,Candelaria_Metrics.jpg,Candelaria.zip,,,,Candelaria.jpg,Candelaria.png,Candelaria,ATLANTICO,America Latina y el Caribe (ALC),"9,332",126,74.06,1990-01-01,2000-05-01,2013-04-01,"7,050","7,848","9,332",1.0%,1.3%,8%,29%,33%,52%,34%,31%,3%,3%,3%,36%,33%,34%,2.4%,0.6%,90,116,126,122,102,112,-1.8%,0.8%,78,68,74,-1.4%,0.7%,21%,27%,  8.0 ,  7.3 ,5%,2%,49%,59%,39%,38%,4%,0%,3%,0%,4.0,3.4,0.0,0.0,4.0,3.4,100%,100%,0%,0%,100%,100%,55,85,-,-,55,85,0.6,0.8,271,218,-,-,2%,88%,98%,88%,0%,0%,0%,0%,19,5,3.2%,-9.7%,3,1,15%,18%,15,4,80%,80%,0,0,0%,2%,1,0,5%,0%
20,5.349147,-73.901414,Carmen_De_Carupa_T1_T2_T3.pdf,Carmen_De_Carupa_metrics.jpg,Carmen_De_Carupa.zip,Carmen_De_Carupa.jpg,Carmen_De_Carupa_Metrics.jpg,Carmen_De_Carupa.zip,,,,Carmen_De_Carupa.jpg,Carmen_De_Carupa.png,Carmen de Carupa,CUNDINAMARCA,America Latina y el Caribe (ALC),"3,705",91,40.56,1991-03-01,2001-01-01,2016-11-01,"1,573","2,022","3,705",2.6%,3.8%,34%,53%,60%,0%,0%,0%,3%,3%,5%,104%,207%,184%,6.8%,2.1%,33,65,91,128,56,63,-8.4%,0.7%,47,31,41,-4.2%,1.7%,17%,25%,  6.2 ,  6.0 ,2%,16%,83%,64%,14%,18%,0%,2%,0%,0%,4.4,3.9,0.0,0.0,4.4,3.9,100%,100%,0%,0%,100%,100%,65,68,-,-,65,68,2.2,2.3,-,-,-,-,0%,82%,100%,82%,0%,0%,0%,0%,23,22,25.6%,-0.3%,3,11,11%,49%,11,7,49%,31%,2,1,10%,7%,7,3,30%,14%
21,10.4218824,-75.54031375,Cartagena_T1_T2_T3.pdf,Cartagena_metrics.jpg,Cartagena.zip,Cartagena.jpg,Cartagena_Metrics.jpg,Cartagena.zip,,,,Cartagena.jpg,Cartagena.png,Cartagena,BOLIVAR,America Latina y el Caribe (ALC),"1,090,759","8,640",126.25,1991-07-01,2001-02-01,2015-01-01,"583,676","747,480","1,090,759",2.6%,2.7%,69%,73%,77%,11%,7%,6%,1%,1%,0%,18%,20%,17%,4.2%,1.5%,4677,6998,8640,153,133,152,-1.5%,1.0%,125,107,126,-1.6%,1.2%,20%,15%,  7.6 ,  6.8 ,16%,19%,50%,49%,24%,23%,4%,6%,6%,3%,3.2,2.5,1.1,0.9,2.1,1.6,99%,93%,73%,66%,95%,82%,124,198,424,509,197,357,1.5,5.1,164,72,186,-,1%,54%,49%,46%,48%,0%,2%,7%,"1,810","1,555",4.9%,-1.1%,326,384,18%,25%,806,792,45%,51%,31,206,2%,13%,647,173,36%,11%
22,4.750905931,-75.9164515,Cartago_T1_T2_T3.pdf,Cartago_metrics.jpg,Cartago.zip,Cartago.jpg,Cartago_Metrics.jpg,Cartago.zip,,,,Cartago.jpg,Cartago.png,Cartago,VALLE DEL CAUCA,America Latina y el Caribe (ALC),"118,550","1,254",94.55,1989-08-01,2002-07-01,2014-07-01,"74,960","105,646","118,550",2.7%,1.0%,68%,66%,69%,0%,0%,0%,2%,1%,1%,31%,33%,30%,3.3%,0.7%,756,1152,1254,143,137,135,-0.3%,-0.1%,99,92,95,-0.6%,0.3%,18%,18%,  7.5 ,  6.9 ,11%,16%,59%,55%,19%,20%,4%,3%,7%,6%,1.8,1.7,0.7,0.5,1.1,1.1,93%,92%,75%,76%,83%,81%,234,248,432,420,365,370,1.7,2.8,-,-,91,135,14%,81%,7%,9%,73%,58%,7%,14%,247,108,3.6%,-6.9%,66,45,27%,41%,41,53,17%,49%,19,1,8%,1%,121,9,49%,8%
23,9.257268,-73.812989,Chimichagua_T1_T2_T3.pdf,Chimichagua_metrics.jpg,Chimichagua.zip,Chimichagua.jpg,Chimichagua_Metrics.jpg,Chimichagua.zip,,,,Chimichagua.jpg,Chimichagua.png,Chimichagua,CESAR,America Latina y el Caribe (ALC),"13,657",251,54.43,1989-12-01,2000-08-01,2015-06-01,"9,935","12,201","13,657",1.9%,0.8%,13%,38%,44%,35%,21%,17%,3%,1%,2%,48%,40%,37%,2.8%,1.0%,160,215,251,120,94,86,-2.2%,-0.6%,62,57,54,-0.8%,-0.3%,15%,30%,  5.2 ,  3.7 ,21%,59%,73%,40%,6%,1%,0%,0%,0%,0%,2.9,2.8,0.0,0.0,2.9,2.7,100%,100%,0%,100%,100%,100%,95,97,-,30,95,97,0.8,2.1,96,-,-,-,2%,95%,98%,95%,0%,0%,0%,0%,46,28,5.2%,-3.2%,25,11,54%,38%,17,17,38%,60%,1,1,2%,2%,3,0,7%,0%
24,7.609617997,-72.59883758,Chinacota_T1_T2_T3.pdf,Chinacota_metrics.jpg,Chinacota.zip,Chinacota.jpg,Chinacota_Metrics.jpg,Chinacota.zip,,,,Chinacota.jpg,Chinacota.png,Chinácota,NORTE DE SANTANDER,America Latina y el Caribe (ALC),"9,966",176,56.70,1991-05-01,2001-01-01,2015-01-01,"5,673","6,766","9,966",1.8%,2.8%,0%,0%,6%,45%,48%,40%,8%,4%,3%,48%,48%,51%,5.8%,4.6%,53,92,176,207,140,116,-4.0%,-1.4%,108,73,57,-4.0%,-1.8%,23%,24%,  10.6 ,  8.7 ,2%,7%,4%,17%,86%,71%,8%,4%,0%,0%,5.6,4.0,0.0,0.0,5.6,4.0,100%,100%,0%,0%,100%,100%,38,81,-,-,38,81,1.0,0.8,-,-,-,-,0%,90%,11%,37%,88%,53%,0%,0%,20,37,7.7%,4.2%,2,3,10%,9%,13,18,62%,49%,2,3,8%,9%,4,12,20%,33%
25,4.983496863,-75.60607142,Chinchina_T1_T2_T3.pdf,Chinchina_metrics.jpg,Chinchina.zip,Chinchina.jpg,Chinchina_Metrics.jpg,Chinchina.zip,,,,Chinchina.jpg,Chinchina.png,Chinchiná,CALDAS,America Latina y el Caribe (ALC),"42,456",293,144.88,1989-08-01,2002-07-01,2014-07-01,"41,107","42,483","42,456",0.3%,0.0%,60%,62%,62%,0%,0%,0%,2%,1%,1%,38%,36%,37%,1.4%,0.4%,234,279,293,284,240,230,-1.3%,-0.3%,176,152,145,-1.1%,-0.4%,18%,12%,  6.8 ,  6.5 ,13%,14%,58%,63%,23%,12%,5%,7%,1%,4%,2.5,2.6,0.0,0.0,2.5,2.6,100%,99%,0%,0%,100%,99%,114,139,-,-,114,139,0.8,6.0,50,-,81,-,11%,40%,5%,13%,83%,26%,1%,0%,32,7,1.7%,-12.6%,13,4,41%,51%,14,2,43%,26%,2,1,6%,9%,3,1,9%,14%
26,4.620181539,-75.63419783,Circasia_T1_T2_T3.pdf,Circasia_metrics.jpg,Circasia.zip,Circasia.jpg,Circasia_Metrics.jpg,Circasia.zip,,,,Circasia.jpg,Circasia.png,Circasia,QUINDIO,America Latina y el Caribe (ALC),"25,047",237,105.78,1989-08-01,2000-08-01,2014-08-01,"10,064","19,294","25,047",5.9%,1.9%,0%,26%,31%,44%,26%,22%,5%,2%,2%,51%,46%,46%,6.8%,1.7%,88,187,237,233,191,195,-1.8%,0.2%,114,103,106,-0.9%,0.2%,14%,29%,  5.4 ,  6.7 ,13%,10%,83%,68%,4%,15%,0%,0%,0%,7%,3.1,2.2,0.0,0.0,3.1,2.1,100%,100%,31%,44%,100%,100%,111,172,725,654,65,100,3.0,7.0,-,-,-,-,5%,68%,37%,2%,58%,47%,0%,19%,58,27,12.2%,-5.5%,13,7,22%,28%,25,16,44%,60%,4,0,7%,1%,16,3,28%,11%
27,6.345788695,-75.50876227,Copacabana_T1_T2_T3.pdf,Copacabana_metrics.jpg,Copacabana.zip,Copacabana.jpg,Copacabana_Metrics.jpg,Copacabana.zip,,,,Copacabana.jpg,Copacabana.png,Copacabana,ANTIOQUIA,America Latina y el Caribe (ALC),"43,905",567,77.43,1991-08-01,2000-08-01,2015-01-01,"18,431","32,213","43,905",6.2%,2.1%,20%,25%,27%,29%,25%,22%,3%,3%,2%,48%,48%,49%,5.8%,2.1%,248,416,567,143,148,152,0.4%,0.2%,74,77,77,0.4%,0.0%,22%,16%,  7.3 ,  5.8 ,16%,25%,62%,60%,14%,9%,1%,3%,7%,3%,2.6,1.3,0.6,0.6,2.0,0.7,100%,89%,54%,62%,99%,87%,118,271,550,494,170,300,1.2,9.0,-,-,105,460,18%,45%,6%,15%,76%,30%,0%,0%,89,72,7.7%,-1.5%,22,22,24%,31%,16,15,19%,22%,14,9,15%,13%,37,25,42%,35%
28,3.174270619,-76.26001163,Corinto_T1_T2_T3.pdf,Corinto_metrics.jpg,Corinto.zip,Corinto.jpg,Corinto_Metrics.jpg,Corinto.zip,,,,Corinto.jpg,Corinto.png,Corinto,CAUCA,America Latina y el Caribe (ALC),"13,379",171,78.12,1989-08-01,1999-07-01,2015-12-01,"11,527","12,046","13,379",0.4%,0.6%,8%,22%,33%,45%,36%,27%,3%,3%,3%,44%,39%,37%,1.6%,2.0%,105,123,171,198,162,123,-2.0%,-1.7%,110,98,78,-1.1%,-1.4%,20%,18%,  8.3 ,  4.8 ,2%,40%,40%,30%,57%,29%,1%,1%,0%,0%,3.1,1.8,0.0,0.0,3.1,1.8,100%,100%,0%,0%,100%,100%,103,115,-,-,103,115,1.0,2.0,-,-,-,-,0%,70%,3%,42%,97%,24%,0%,4%,16,33,2.8%,4.4%,9,5,54%,14%,4,28,25%,83%,0,0,2%,0%,3,1,19%,3%
29,9.315567034,-75.29263812,Corozal_T1_T2_T3.pdf,Corozal_metrics.jpg,Corozal.zip,Corozal.jpg,Corozal_Metrics.jpg,Corozal.zip,,,,Corozal.jpg,Corozal.png,Corozal,SUCRE,America Latina y el Caribe (ALC),"56,762",520,109.10,1987-01-01,2001-07-01,2014-07-01,"28,922","42,776","56,762",2.7%,2.2%,17%,46%,58%,29%,16%,12%,3%,1%,1%,51%,37%,29%,2.7%,1.4%,296,436,520,199,155,153,-1.7%,-0.1%,98,98,109,0.0%,0.8%,23%,23%,  7.0 ,  4.7 ,11%,44%,55%,48%,29%,5%,3%,0%,2%,3%,2.9,2.3,0.7,0.8,2.3,1.4,100%,95%,95%,88%,99%,88%,108,168,266,293,146,240,1.1,2.2,121,144,129,-,0%,50%,69%,36%,31%,0%,0%,13%,130,96,6.2%,-2.4%,67,50,51%,53%,35,37,27%,38%,16,1,12%,2%,13,7,10%,7%
30,4.444384,-69.7987,Cumaribo_T1_T2_T3.pdf,Cumaribo_metrics.jpg,Cumaribo.zip,Cumaribo.jpg,Cumaribo_Metrics.jpg,Cumaribo.zip,,,,Cumaribo.jpg,Cumaribo.png,Cumaribo,VICHADA,America Latina y el Caribe (ALC),"31,110",108,288.54,1988-01-13,2002-01-11,2014-01-28,942,"15,194","31,110",21.4%,4.9%,25%,45%,55%,0%,0%,0%,0%,0%,0%,75%,55%,45%,8.5%,1.3%,30,90,108,126,373,528,8.3%,2.4%,32,169,289,12.8%,3.7%,25%,21%,  8.7 ,  5.5 ,13%,37%,28%,33%,32%,22%,20%,7%,8%,0%,4.7,2.6,1.8,0.8,2.9,1.8,100%,100%,100%,100%,100%,100%,43,87,-,-,90,108,1.1,1.2,-,-,-,-,13%,50%,87%,50%,0%,0%,0%,0%,37,20,38.3%,-4.2%,2,10,5%,48%,31,8,84%,42%,0,0,1%,0%,4,2,11%,10%
31,5.828052994,-73.03448648,Duitama_T1_T2_T3.pdf,Duitama_metrics.jpg,Duitama.zip,Duitama.jpg,Duitama_Metrics.jpg,Duitama.zip,,,,Duitama.jpg,Duitama.png,Duitama,BOYACA,America Latina y el Caribe (ALC),"87,337","1,641",53.21,1989-12-01,2002-01-01,2014-12-01,"51,234","81,467","87,337",3.8%,0.5%,36%,46%,50%,18%,14%,13%,2%,1%,1%,44%,39%,36%,3.5%,0.2%,1047,1596,1641,87,83,83,-0.4%,0.0%,49,51,53,0.3%,0.3%,24%,22%,  8.3 ,  7.0 ,11%,15%,47%,62%,28%,18%,5%,0%,9%,5%,2.1,1.8,1.5,1.1,0.6,0.7,100%,96%,99%,95%,69%,64%,135,189,178,227,498,522,2.9,6.4,213,-,123,87,22%,18%,18%,2%,53%,13%,7%,3%,390,67,5.5%,-13.6%,155,48,40%,72%,124,14,32%,22%,50,1,13%,1%,62,4,16%,6%
32,2.478989,-78.110155,El_Charco_T1_T2_T3.pdf,El_Charco_metrics.jpg,El_Charco.zip,El_Charco.jpg,El_Charco_Metrics.jpg,El_Charco.zip,,,,El_Charco.jpg,El_Charco.png,El Charco,NARINO,America Latina y el Caribe (ALC),"16,081",117,137.13,1991-06-01,1998-02-01,2015-06-01,"3,839","5,147","16,081",4.4%,6.6%,34%,42%,54%,0%,0%,0%,2%,0%,1%,64%,58%,45%,6.2%,5.0%,33,49,117,326,250,250,-4.0%,0.0%,118,104,137,-1.8%,1.6%,11%,2%,  4.3 ,  4.0 ,25%,49%,75%,51%,0%,0%,0%,0%,0%,0%,9.4,3.0,0.0,0.0,9.4,3.0,100%,100%,0%,0%,100%,100%,17,73,-,-,17,73,0.8,0.8,-,-,-,-,36%,0%,64%,0%,0%,0%,0%,0%,16,43,20.1%,5.8%,2,5,13%,13%,7,33,43%,76%,0,3,0%,6%,7,2,44%,5%
33,1.614687656,-75.61393993,Florencia_T1_T2_T3.pdf,Florencia_metrics.jpg,Florencia.zip,Florencia.jpg,Florencia_Metrics.jpg,Florencia.zip,,,,Florencia.jpg,Florencia.png,Florencia,CAQUETA,America Latina y el Caribe (ALC),"135,124","1,256",107.62,1989-12-01,2000-02-01,2013-09-01,"75,197","101,235","135,124",2.9%,2.1%,46%,51%,60%,18%,17%,12%,2%,2%,1%,35%,31%,27%,2.8%,2.2%,702,928,1256,164,157,148,-0.4%,-0.5%,107,109,108,0.2%,-0.1%,20%,21%,  7.5 ,  6.0 ,10%,8%,55%,80%,24%,11%,6%,0%,4%,0%,1.8,1.5,0.0,0.0,1.8,1.5,97%,94%,0%,0%,97%,94%,198,230,-,-,198,230,1.1,1.0,-,112,140,-,7%,83%,36%,78%,57%,1%,0%,5%,184,270,3.9%,2.8%,52,71,28%,26%,79,129,43%,48%,32,47,17%,17%,21,23,11%,9%
34,2.064482,-78.611511,Francisco_Pizarro_T1_T2_T3.pdf,Francisco_Pizarro_metrics.jpg,Francisco_Pizarro.zip,Francisco_Pizarro.jpg,Francisco_Pizarro_Metrics.jpg,Francisco_Pizarro.zip,,,,Francisco_Pizarro.jpg,Francisco_Pizarro.png,Francisco Pizarro,NARINO,America Latina y el Caribe (ALC),"20,910",96,218.77,1991-06-01,1998-02-01,2015-06-01,"4,721","10,874","20,910",12.5%,3.8%,41%,43%,51%,0%,0%,0%,0%,1%,2%,59%,56%,47%,5.3%,0.5%,61,87,96,188,284,409,6.2%,2.1%,77,125,219,7.2%,3.3%,18%,21%,  5.9 ,  5.9 ,4%,4%,87%,90%,9%,7%,0%,0%,0%,0%,5.5,3.2,0.0,0.0,5.5,3.2,100%,100%,0%,0%,100%,100%,36,58,-,-,36,58,0.4,0.4,-,-,-,-,0%,100%,67%,31%,33%,69%,0%,0%,13,12,7.8%,-0.3%,5,6,42%,47%,5,4,36%,31%,2,2,15%,13%,1,1,8%,8%
35,8.082537,-73.365102,Garagoa_T1_T2_T3.pdf,Garagoa_metrics.jpg,Garagoa.zip,Garagoa.jpg,Garagoa_Metrics.jpg,Garagoa.zip,,,,Garagoa.jpg,Garagoa.png,Garagoa,BOYACA,America Latina y el Caribe (ALC),"15,122",221,68.33,1989-12-01,2000-12-01,2016-02-01,"8,465","11,492","15,122",2.8%,1.8%,26%,34%,39%,30%,20%,19%,1%,2%,2%,44%,44%,41%,3.3%,1.0%,131,189,221,115,109,115,-0.4%,0.3%,65,61,68,-0.6%,0.8%,18%,26%,  5.8 ,  4.8 ,17%,37%,73%,55%,7%,8%,1%,0%,2%,0%,3.1,2.6,0.0,0.0,3.1,2.6,100%,100%,0%,0%,100%,100%,82,108,-,-,82,108,0.8,1.3,-,-,-,-,0%,92%,46%,76%,54%,16%,0%,0%,31,26,3.9%,-1.2%,9,12,29%,45%,17,11,56%,44%,2,0,6%,0%,3,3,10%,12%
36,7.067661157,-73.16896175,Giron_T1_T2_T3.pdf,Giron_metrics.jpg,Giron.zip,Giron.jpg,Giron_Metrics.jpg,Giron.zip,,,,Giron.jpg,Giron.png,Girón,SANTANDER,America Latina y el Caribe (ALC),"183,537","1,003",183.06,1991-06-01,2001-01-01,2015-01-01,"61,865","98,429","183,537",4.8%,4.5%,32%,43%,53%,28%,22%,15%,2%,1%,1%,38%,34%,30%,3.8%,1.6%,556,799,1003,179,187,263,0.5%,2.4%,111,123,183,1.1%,2.8%,22%,28%,  7.3 ,  6.2 ,26%,40%,46%,36%,10%,13%,5%,3%,13%,8%,3.3,2.5,1.2,1.0,2.1,1.5,100%,97%,96%,92%,87%,75%,95,162,216,250,297,395,3.1,4.3,59,61,83,-,8%,78%,29%,27%,56%,15%,7%,36%,179,173,5.4%,-0.2%,18,35,10%,20%,139,115,78%,66%,4,5,2%,3%,18,18,10%,10%
37,4.101798,-73.660299,Granada_T1_T2_T3.pdf,Granada_metrics.jpg,Granada.zip,Granada.jpg,Granada_Metrics.jpg,Granada.zip,,,,Granada.jpg,Granada.png,Granada,META,America Latina y el Caribe (ALC),"52,536",712,73.80,1989-12-01,2001-03-01,2014-01-01,"23,087","34,603","52,536",3.6%,3.3%,35%,43%,50%,20%,16%,15%,2%,2%,2%,44%,39%,34%,2.5%,3.3%,353,467,712,116,121,112,0.4%,-0.6%,65,74,74,1.1%,0.0%,26%,25%,  12.4 ,  6.6 ,3%,15%,16%,59%,23%,20%,36%,4%,22%,1%,2.4,1.9,0.5,0.5,1.8,1.4,100%,98%,90%,81%,100%,92%,128,189,364,409,140,242,1.4,1.9,-,99,-,-,2%,98%,96%,89%,0%,5%,2%,5%,86,184,3.8%,5.9%,34,49,40%,27%,38,112,44%,61%,4,11,5%,6%,10,12,12%,7%
38,2.570045559,-77.88325466,Guapi_T1_T2_T3.pdf,Guapi_metrics.jpg,Guapi.zip,Guapi.jpg,Guapi_Metrics.jpg,Guapi.zip,,,,Guapi.jpg,Guapi.png,Guapi,CAUCA,America Latina y el Caribe (ALC),"24,128",190,127.06,1991-06-01,1998-02-01,2015-06-01,"8,207","12,275","24,128",6.0%,3.9%,0%,5%,35%,54%,48%,27%,7%,3%,3%,40%,45%,35%,12.2%,3.3%,48,108,190,285,205,195,-4.9%,-0.3%,172,114,127,-6.1%,0.6%,19%,6%,  6.6 ,  5.4 ,5%,21%,75%,66%,19%,14%,0%,0%,0%,0%,3.8,1.7,0.0,0.0,3.8,1.7,100%,100%,0%,0%,100%,100%,67,97,-,-,67,97,0.5,0.9,-,267,-,261,9%,83%,76%,81%,15%,2%,0%,0%,30,63,15.6%,4.3%,4,18,12%,28%,13,21,43%,34%,8,13,26%,20%,6,11,20%,17%
39,8.470538046,-74.53573145,Guaranda_T1_T2_T3.pdf,Guaranda_metrics.jpg,Guaranda.zip,Guaranda.jpg,Guaranda_Metrics.jpg,Guaranda.zip,,,,Guaranda.jpg,Guaranda.png,Guaranda,SUCRE,America Latina y el Caribe (ALC),"7,757",65,119.21,1987-01-01,2001-07-01,2014-07-01,"1,892","5,631","7,757",7.5%,2.5%,0%,10%,24%,43%,50%,37%,27%,3%,3%,30%,37%,35%,6.6%,1.7%,20,52,65,135,172,184,1.7%,0.5%,94,108,119,0.9%,0.8%,12%,31%,  3.7 ,  3.5 ,58%,82%,42%,18%,0%,0%,0%,0%,0%,0%,8.6,5.4,0.0,0.0,8.6,5.4,100%,100%,0%,0%,100%,100%,32,63,-,-,32,63,0.6,0.6,-,-,-,-,27%,19%,73%,19%,0%,0%,0%,0%,27,27,13.1%,0.2%,2,3,8%,10%,10,5,38%,18%,2,1,9%,3%,12,19,45%,69%
40,0.970052,-77.521024,Iles_T1_T2_T3.pdf,Iles_metrics.jpg,Iles.zip,Iles.jpg,Iles_Metrics.jpg,Iles.zip,,,,Iles.jpg,Iles.png,Iles,NARINO,America Latina y el Caribe (ALC),"6,172",63,97.97,1987-01-01,1998-02-01,2013-11-01,"2,942","4,682","6,172",4.2%,1.8%,25%,31%,29%,0%,0%,0%,0%,0%,1%,75%,69%,70%,3.5%,0.6%,39,57,63,308,261,327,-1.5%,1.4%,76,82,98,0.6%,1.2%,21%,37%,  6.7 ,  6.8 ,3%,1%,78%,79%,17%,21%,1%,0%,1%,0%,5.0,4.3,0.0,0.0,5.0,4.3,100%,100%,0%,0%,100%,100%,43,49,-,-,43,49,1.0,0.8,-,-,-,-,8%,45%,36%,25%,56%,21%,0%,0%,11,2,10.8%,-11.1%,3,0,25%,9%,5,1,44%,41%,1,0,5%,0%,3,1,26%,50%
41,3.865342936,-67.92671342,Inirida_T1_T2_T3.pdf,Inirida_metrics.jpg,Inirida.zip,Inirida.jpg,Inirida_Metrics.jpg,Inirida.zip,,,,Inirida.jpg,Inirida.png,Inírida,GUAINIA,America Latina y el Caribe (ALC),"11,630",395,29.42,1989-12-01,2001-02-01,2015-08-01,"5,399","8,306","11,630",3.9%,2.3%,47%,53%,52%,0%,0%,0%,4%,2%,3%,49%,45%,44%,4.2%,1.7%,192,308,395,55,49,53,-0.9%,0.5%,28,27,29,-0.3%,0.6%,17%,14%,  8.4 ,  5.0 ,8%,19%,49%,75%,30%,5%,8%,0%,6%,0%,5.5,3.8,2.7,1.7,2.7,2.1,100%,100%,100%,97%,100%,100%,60,107,107,169,129,149,1.5,3.5,241,325,-,-,0%,74%,69%,70%,31%,2%,0%,3%,68,51,6.2%,-2.0%,12,15,17%,29%,41,17,60%,33%,5,5,8%,10%,10,15,15%,29%
42,0.8257677354,-77.63960461,Ipiales_T1_T2_T3.pdf,Ipiales_metrics.jpg,Ipiales.zip,Ipiales.jpg,Ipiales_Metrics.jpg,Ipiales.zip,,,,Ipiales.jpg,Ipiales.png,Ipiales,NARINO,America Latina y el Caribe (ALC),"97,235",978,99.43,1989-11-01,2000-11-01,2015-09-01,"41,790","62,275","97,235",3.6%,3.0%,29%,36%,38%,24%,20%,22%,3%,2%,1%,44%,41%,39%,7.8%,1.0%,358,843,978,208,126,162,-4.6%,1.7%,117,74,99,-4.2%,2.0%,21%,24%,  8.2 ,  7.2 ,11%,8%,39%,56%,35%,32%,9%,4%,6%,0%,4.3,3.0,1.1,0.6,3.2,2.4,100%,100%,100%,95%,100%,100%,77,118,169,238,138,147,2.0,3.8,-,93,163,133,0%,41%,4%,9%,95%,11%,1%,22%,294,106,13.3%,-6.9%,50,49,17%,46%,108,29,37%,27%,78,8,27%,7%,58,20,20%,19%
43,2.198598,-75.979875,La_Argentina_T1_T2_T3.pdf,La_Argentina_metrics.jpg,La_Argentina.zip,La_Argentina.jpg,La_Argentina_Metrics.jpg,La_Argentina.zip,,,,La_Argentina.jpg,La_Argentina.png,La Argentina,HUILA,America Latina y el Caribe (ALC),"5,494",112,49.07,1989-08-01,1999-07-01,2014-09-01,"1,929","2,973","5,494",4.4%,4.0%,42%,39%,42%,0%,0%,0%,0%,0%,0%,58%,61%,58%,5.3%,2.7%,44,75,112,103,103,117,0.0%,0.8%,44,40,49,-0.9%,1.4%,22%,10%,  7.7 ,  7.2 ,2%,7%,57%,54%,37%,37%,5%,3%,0%,0%,7.5,5.0,0.0,0.0,7.5,5.0,100%,100%,0%,0%,100%,100%,23,46,-,-,23,46,0.6,0.4,-,-,-,-,8%,49%,92%,49%,0%,0%,0%,0%,10,17,5.3%,3.6%,3,6,26%,33%,7,11,69%,67%,1,0,6%,0%,0,0,0%,0%
44,8.617249161,-73.80306831,La_Gloria_T1_T2_T3.pdf,La_Gloria_metrics.jpg,La_Gloria.zip,La_Gloria.jpg,La_Gloria_Metrics.jpg,La_Gloria.zip,,,,La_Gloria.jpg,La_Gloria.png,La Gloria,CESAR,America Latina y el Caribe (ALC),"6,546",92,71.31,1991-03-01,2001-01-01,2015-09-01,"3,963","5,430","6,546",3.2%,1.3%,47%,59%,63%,0%,0%,0%,0%,0%,0%,53%,41%,36%,5.3%,1.1%,47,79,92,179,116,112,-4.4%,-0.3%,85,69,71,-2.1%,0.2%,15%,22%,  5.2 ,  5.8 ,20%,32%,77%,43%,3%,25%,0%,0%,0%,0%,5.5,5.3,0.0,0.0,5.5,5.3,100%,100%,0%,0%,100%,100%,37,58,-,-,37,58,0.8,4.5,-,153,422,-,0%,93%,0%,93%,100%,0%,0%,0%,425,33,195.3%,-17.3%,6,7,2%,22%,18,4,4%,12%,0,0,0%,1%,401,22,94%,66%
45,5.488767,-70.409201,La_Primavera_T1_T2_T3.pdf,La_Primavera_metrics.jpg,La_Primavera.zip,La_Primavera.jpg,La_Primavera_Metrics.jpg,La_Primavera.zip,,,,La_Primavera.jpg,La_Primavera.png,La Primavera,VICHADA,America Latina y el Caribe (ALC),"18,605",312,59.70,1988-01-13,2001-01-08,2014-01-28,"1,349","5,702","18,605",11.1%,9.1%,0%,2%,17%,37%,40%,30%,15%,4%,4%,48%,54%,50%,10.4%,4.7%,43,168,312,60,73,119,1.5%,3.7%,31,34,60,0.7%,4.3%,22%,23%,  10.8 ,  20.4 ,11%,31%,4%,4%,39%,23%,45%,27%,2%,15%,5.5,3.0,1.5,0.7,3.9,2.4,100%,100%,100%,82%,100%,100%,48,85,106,309,52,87,2.0,3.0,204,-,-,-,0%,88%,100%,88%,0%,0%,0%,0%,55,78,18.9%,2.7%,3,21,5%,26%,33,15,61%,19%,8,15,14%,19%,11,28,20%,36%
46,4.453298371,-75.78901782,La_Tebaida_T1_T2_T3.pdf,La_Tebaida_metrics.jpg,La_Tebaida.zip,La_Tebaida.jpg,La_Tebaida_Metrics.jpg,La_Tebaida.zip,,,,La_Tebaida.jpg,La_Tebaida.png,La Tebaida,QUINDIO,America Latina y el Caribe (ALC),"38,667",232,166.85,1989-08-01,1998-05-01,2014-03-01,"16,915","24,970","38,667",4.5%,2.8%,0%,21%,28%,53%,31%,24%,3%,4%,3%,45%,44%,45%,5.4%,2.9%,92,147,232,331,303,303,-1.0%,0.0%,184,170,167,-0.9%,-0.1%,21%,24%,  6.6 ,  6.4 ,10%,23%,63%,52%,27%,15%,1%,8%,0%,3%,5.1,4.1,0.0,0.0,5.1,4.1,100%,100%,0%,0%,100%,100%,51,73,-,-,51,73,0.8,0.8,-,67,87,68,2%,92%,22%,37%,76%,55%,0%,0%,31,45,6.8%,2.4%,4,6,14%,13%,16,32,54%,72%,5,4,15%,9%,5,3,16%,7%
